month,GPRH
1/1/2009,61.33
2/1/2009,63.05
3/1/2009,56.75
4/1/2009,69.48
5/1/2009,77.43
6/1/2009,71.36
7/1/2009,69.43
8/1/2009,59.95
9/1/2009,74.60
10/1/2009,81.04
11/1/2009,66.16
12/1/2009,84.40
1/1/2010,78.12
2/1/2010,71.46
3/1/2010,58.71
4/1/2010,72.48
5/1/2010,85.67
6/1/2010,95.87
7/1/2010,66.18
8/1/2010,74.39
9/1/2010,63.37
10/1/2010,57.81
11/1/2010,82.32
12/1/2010,79.68
1/1/2011,67.25
2/1/2011,70.90
3/1/2011,101.10
4/1/2011,76.12
5/1/2011,90.70
6/1/2011,77.34
7/1/2011,68.41
8/1/2011,71.49
9/1/2011,72.50
10/1/2011,66.21
11/1/2011,70.88
12/1/2011,75.75
1/1/2012,68.27
2/1/2012,76.55
3/1/2012,75.00
4/1/2012,78.81
5/1/2012,70.23
6/1/2012,61.87
7/1/2012,67.46
8/1/2012,68.64
9/1/2012,61.44
10/1/2012,69.42
11/1/2012,67.28
12/1/2012,65.62
1/1/2013,70.87
2/1/2013,72.41
3/1/2013,55.70
4/1/2013,76.69
5/1/2013,73.35
6/1/2013,71.18
7/1/2013,58.96
8/1/2013,71.75
9/1/2013,85.78
10/1/2013,64.70
11/1/2013,68.73
12/1/2013,70.19
1/1/2014,71.98
2/1/2014,63.78
3/1/2014,92.22
4/1/2014,75.93
5/1/2014,73.12
6/1/2014,82.33
7/1/2014,104.57
8/1/2014,96.06
9/1/2014,104.13
10/1/2014,68.81
11/1/2014,67.82
12/1/2014,69.49
1/1/2015,94.44
2/1/2015,98.14
3/1/2015,95.05
4/1/2015,90.10
5/1/2015,67.89
6/1/2015,78.03
7/1/2015,94.76
8/1/2015,83.12
9/1/2015,95.89
10/1/2015,90.87
11/1/2015,119.51
12/1/2015,131.21
1/1/2016,97.50
2/1/2016,84.32
3/1/2016,93.45
4/1/2016,85.37
5/1/2016,77.35
6/1/2016,74.22
7/1/2016,90.43
8/1/2016,79.65
9/1/2016,94.03
10/1/2016,77.69
11/1/2016,71.86
12/1/2016,86.42
1/1/2017,86.76
2/1/2017,98.75
3/1/2017,80.13
4/1/2017,93.11
5/1/2017,78.91
6/1/2017,105.33
7/1/2017,86.89
8/1/2017,107.87
9/1/2017,95.02
10/1/2017,76.10
11/1/2017,61.76
12/1/2017,64.84
1/1/2018,69.34
2/1/2018,58.21
3/1/2018,76.14
4/1/2018,76.40
5/1/2018,83.75
6/1/2018,77.22
7/1/2018,68.62
8/1/2018,74.01
9/1/2018,51.75
10/1/2018,60.49
11/1/2018,52.75
12/1/2018,63.82
1/1/2019,66.39
2/1/2019,75.31
3/1/2019,63.71
4/1/2019,60.06
5/1/2019,76.12
6/1/2019,73.26
7/1/2019,70.44
8/1/2019,94.96
9/1/2019,70.83
10/1/2019,72.87
11/1/2019,64.53
12/1/2019,50.65
1/1/2020,104.52
2/1/2020,62.86
3/1/2020,80.56
4/1/2020,67.54
5/1/2020,75.35
6/1/2020,64.86
7/1/2020,61.82
8/1/2020,55.43
9/1/2020,59.53
10/1/2020,54.34
11/1/2020,50.45
12/1/2020,56.60
1/1/2021,61.64
2/1/2021,52.29
3/1/2021,53.89
4/1/2021,59.98
5/1/2021,70.34
6/1/2021,59.44
7/1/2021,46.88
8/1/2021,59.06
9/1/2021,64.57
10/1/2021,53.48
11/1/2021,52.68
12/1/2021,69.36
1/1/2022,85.10
2/1/2022,120.52
3/1/2022,167.34
4/1/2022,127.24
5/1/2022,99.60
6/1/2022,100.10
7/1/2022,97.27
8/1/2022,119.83
9/1/2022,112.99
10/1/2022,129.14
11/1/2022,100.44
12/1/2022,95.67
1/1/2023,81.18
2/1/2023,100.31
3/1/2023,95.41
4/1/2023,89.50
5/1/2023,86.64
6/1/2023,100.80
7/1/2023,94.54
8/1/2023,74.22
9/1/2023,69.46
10/1/2023,138.63
11/1/2023,138.68
12/1/2023,125.21
1/1/2024,120.34
2/1/2024,110.25
3/1/2024,96.45
4/1/2024,112.29
5/1/2024,106.41
6/1/2024,86.97
7/1/2024,71.61
8/1/2024,105.53
9/1/2024,95.97
10/1/2024,90.70
11/1/2024,94.32
12/1/2024,116.44
1/1/2025,92.74
2/1/2025,88.71
3/1/2025,112.38
4/1/2025,112.31
5/1/2025,128.49
6/1/2025,146.86
7/1/2025,106.25
8/1/2025,124.05
