Friday_of_Week,NFCI,ANFCI,Risk,Credit,Leverage,Nonfinancial_Leverage
10/22/1971,1.66590832149518,1.58992256709113,1.68734864076476,-1.38387138749342,-0.307164451403633,-1.02000322177211
10/29/1971,1.54425432643473,1.40339163198969,1.56604261675213,-1.36912915933068,-0.331704923501556,-1.00903830883386
11/05/1971,1.44934785632234,1.31113643506231,1.4732156356133,-1.36232208633786,-0.360102167569916,-0.998200141574921
11/12/1971,1.38435480624961,1.31211691708838,1.41190775634654,-1.3635621324796,-0.391785576346403,-0.987463839023181
11/19/1971,1.34854009440256,1.39230473537286,1.38110020464505,-1.37268572185202,-0.42599876299923,-0.976801499343956
11/26/1971,1.3348212867134,1.52220033854423,1.37353236002063,-1.38940593370133,-0.461844592462802,-0.966179484670748
12/03/1971,1.33495787046108,1.67083882401307,1.38067392986916,-1.41320475266276,-0.498364852513943,-0.955556211141556
12/10/1971,1.33976344310273,1.80596544202732,1.3931049494159,-1.44350328666409,-0.534531049070148,-0.944881421435842
12/17/1971,1.33891210257218,1.89831546404051,1.40027163722712,-1.47959212980001,-0.569314417225944,-0.934094135536193
12/24/1971,1.32417270901722,1.92783611070884,1.39384611373902,-1.52069562949284,-0.601885764694555,-0.923122714518481
12/31/1971,1.29257365305116,1.89012873191926,1.37062661077189,-1.56596161104186,-0.631419889892017,-0.911887973862369
01/07/1972,1.23445381116778,1.77560865614907,1.32106533461896,-1.61455851776064,-0.657244636505189,-0.900306663304396
01/14/1972,1.15908468342172,1.61052599553983,1.25414346339998,-1.66557038671433,-0.678849771346548,-0.888281605748406
01/21/1972,1.06732556889227,1.41008403993798,1.17067918564109,-1.71810134916799,-0.695816175501429,-0.875732848734773
01/28/1972,0.966031973782297,1.20004039992579,1.07724206709795,-1.77120439816336,-0.707792918466791,-0.862583547986244
02/04/1972,0.862893508760068,1.00489742329292,0.981364026577637,-1.82401464453028,-0.71456189876826,-0.848767981101242
02/11/1972,0.76313569131808,0.840024652877758,0.888067164216485,-1.87570300024173,-0.715957680161224,-0.834237105408388
02/18/1972,0.670510935364314,0.713453376147647,0.80100040085264,-1.92554837910702,-0.711917536246923,-0.818959080851064
02/25/1972,0.588034752872451,0.62775244310422,0.723128634443086,-1.97296255815253,-0.70244694394996,-0.802919854078739
03/03/1972,0.517103238928478,0.579612100108632,0.65585637807678,-2.01747316552812,-0.687663282840416,-0.786125244791725
03/10/1972,0.45770423621903,0.562433956841929,0.599177909209199,-2.05874353197018,-0.66774682798634,-0.768599771843314
03/17/1972,0.407599382637652,0.56581628932229,0.55086903227549,-2.09653603183668,-0.642950695836611,-0.750387049581286
03/24/1972,0.363562831410463,0.576968205591446,0.50770866712534,-2.13071168157244,-0.613616969485459,-0.731549877894595
03/31/1972,0.321356657693095,0.581223949024043,0.465537599675188,-2.16128321178414,-0.580189687789409,-0.712165561110139
04/07/1972,0.277731864476134,0.565612891891373,0.421118071271953,-2.18835521643192,-0.543139517790932,-0.692316724800203
04/14/1972,0.231986154446393,0.523830257688065,0.373769136977833,-2.2121680125686,-0.503012294168878,-0.672107875283615
04/21/1972,0.18338707264106,0.451800089209707,0.32279356914837,-2.23307792991505,-0.460374835109306,-0.651630267178383
04/28/1972,0.135011716734912,0.35825181081396,0.271238400001823,-2.25153929382892,-0.415785925077164,-0.630973559269924
05/05/1972,0.0896124401245611,0.2540351190592,0.222107113967057,-2.26818518379461,-0.369729113878037,-0.61022132258471
05/12/1972,0.0516535521508883,0.155662793836249,0.179648976567801,-2.28354799372551,-0.322758911654829,-0.5894482976959
05/19/1972,0.0251449573983781,0.0792936200917064,0.148451345113755,-2.29842268468962,-0.275279532504419,-0.568720319456423
05/26/1972,0.0144927335375461,0.0402808728173708,0.133095800706721,-2.31349274715072,-0.227662182383858,-0.548096562817974
06/02/1972,0.0217835501037936,0.0465776428950735,0.13607745620237,-2.32947273488599,-0.180266621567359,-0.527630205220518
06/09/1972,0.0476357729361043,0.101209768018109,0.158231300518503,-2.34695199032818,-0.133305529849671,-0.507370242332403
06/16/1972,0.0892932605137035,0.197727792936286,0.197066302301328,-2.36644065324452,-0.086992726720178,-0.487363885475821
